Bands	Reflectance
1070.0	0.7073
1071.0	0.7126
1072.0	0.7179
1073.0	0.7231
1074.0	0.7284
1075.0	0.7337
1076.0	0.739
1077.0	0.7442
1078.0	0.7494
1079.0	0.7546
1080.0	0.7598
1081.0	0.765
1082.0	0.7703
1083.0	0.7756
1084.0	0.7809
1085.0	0.7862
1086.0	0.7916
1087.0	0.7969
1088.0	0.8023
1089.0	0.8077
1090.0	0.8132
1091.0	0.8187
1092.0	0.8243
1093.0	0.83
1094.0	0.8356
1095.0	0.8413
1096.0	0.8471
1097.0	0.8528
1098.0	0.8587
1099.0	0.8646
1100.0	0.8706
1101.0	0.8766
1102.0	0.8826
1103.0	0.8887
1104.0	0.8948
1105.0	0.9009
1106.0	0.9071
1107.0	0.9133
1108.0	0.9195
1109.0	0.9257
1110.0	0.9319
1111.0	0.9381
1112.0	0.9443
1113.0	0.9504
1114.0	0.9565
1115.0	0.9626
1116.0	0.9686
1117.0	0.9746
1118.0	0.9805
1119.0	0.9862
1120.0	0.992
1121.0	0.9975
1122.0	1.0029
1123.0	1.0083
1124.0	1.0135
1125.0	1.0185
1126.0	1.0233
1127.0	1.0279
1128.0	1.0322
1129.0	1.0364
1130.0	1.0403
1131.0	1.0439
1132.0	1.0472
1133.0	1.0503
1134.0	1.0531
1135.0	1.0556
1136.0	1.0579
1137.0	1.0599
1138.0	1.0617
1139.0	1.0632
1140.0	1.0644
1141.0	1.0656
1142.0	1.0665
1143.0	1.0675
1144.0	1.0683
1145.0	1.0693
1146.0	1.0701
1147.0	1.0712
1148.0	1.0723
1149.0	1.0737
1150.0	1.0751
1151.0	1.0768
1152.0	1.0788
1153.0	1.081
1154.0	1.0834
1155.0	1.0859
1156.0	1.0887
1157.0	1.0916
1158.0	1.0946
1159.0	1.0977
1160.0	1.101
1161.0	1.1044
1162.0	1.1077
1163.0	1.1112
1164.0	1.1145
1165.0	1.1179
1166.0	1.1212
1167.0	1.1244
1168.0	1.1276
1169.0	1.1308
1170.0	1.1338
1171.0	1.1367
1172.0	1.1395
1173.0	1.1421
1174.0	1.1447
1175.0	1.147
1176.0	1.1493
1177.0	1.1514
1178.0	1.1534
1179.0	1.1553
1180.0	1.157
1181.0	1.1586
1182.0	1.1601
1183.0	1.1615
1184.0	1.1628
1185.0	1.164
1186.0	1.1651
1187.0	1.1661
1188.0	1.1671
1189.0	1.1681
1190.0	1.169
1191.0	1.1698
1192.0	1.1707
1193.0	1.1715
1194.0	1.1724
1195.0	1.1732
1196.0	1.1739
1197.0	1.1746
1198.0	1.1753
1199.0	1.1759
1200.0	1.1765
1201.0	1.1771
1202.0	1.1777
1203.0	1.1782
1204.0	1.1787
1205.0	1.1792
1206.0	1.1797
1207.0	1.1801
1208.0	1.1805
1209.0	1.1808
1210.0	1.1812
1211.0	1.1815
1212.0	1.1819
1213.0	1.1822
1214.0	1.1825
1215.0	1.1828
1216.0	1.1831
1217.0	1.1834
1218.0	1.1836
1219.0	1.1839
1220.0	1.1842
1221.0	1.1844
1222.0	1.1846
1223.0	1.1848
1224.0	1.1849
1225.0	1.1851
1226.0	1.1852
1227.0	1.1852
1228.0	1.1853
1229.0	1.1853
1230.0	1.1852
1231.0	1.1852
1232.0	1.185
1233.0	1.1849
1234.0	1.1847
1235.0	1.1845
1236.0	1.1842
1237.0	1.1839
1238.0	1.1836
1239.0	1.1833
1240.0	1.1829
1241.0	1.1825
1242.0	1.1821
1243.0	1.1817
1244.0	1.1812
1245.0	1.1808
1246.0	1.1802
1247.0	1.1796
1248.0	1.179
1249.0	1.1784
1250.0	1.1777
1251.0	1.1769
1252.0	1.1761
1253.0	1.1752
1254.0	1.1742
1255.0	1.1732
1256.0	1.1722
1257.0	1.1711
1258.0	1.17
1259.0	1.1688
1260.0	1.1676
1261.0	1.1662
1262.0	1.1647
1263.0	1.1632
1264.0	1.1616
1265.0	1.1599
1266.0	1.1581
1267.0	1.1562
1268.0	1.1541
1269.0	1.1519
1270.0	1.1495
1271.0	1.1469
1272.0	1.1441
1273.0	1.1411
1274.0	1.1379
1275.0	1.1345
1276.0	1.1309
1277.0	1.127
1278.0	1.123
1279.0	1.119
1280.0	1.1147
1281.0	1.1105
1282.0	1.1063
1283.0	1.102
1284.0	1.0978
1285.0	1.0936
1286.0	1.0895
1287.0	1.0854
1288.0	1.0816
1289.0	1.0778
1290.0	1.0742
1291.0	1.0709
1292.0	1.0677
1293.0	1.0648
1294.0	1.062
1295.0	1.0595
1296.0	1.0573
1297.0	1.0553
1298.0	1.0537
1299.0	1.0523
1300.0	1.0513
1301.0	1.0505
1302.0	1.0499
1303.0	1.0496
1304.0	1.0496
1305.0	1.0499
1306.0	1.0503
1307.0	1.0509
1308.0	1.0518
1309.0	1.0527
1310.0	1.0537
1311.0	1.0549
1312.0	1.0562
1313.0	1.0576
1314.0	1.0591
1315.0	1.0607
1316.0	1.0624
1317.0	1.0641
1318.0	1.0659
1319.0	1.0678
1320.0	1.0697
1321.0	1.0716
1322.0	1.0736
1323.0	1.0756
1324.0	1.0776
1325.0	1.0796
1326.0	1.0817
1327.0	1.0838
1328.0	1.0859
1329.0	1.0879
1330.0	1.09
1331.0	1.092
1332.0	1.0941
1333.0	1.0961
1334.0	1.0981
1335.0	1.1002
1336.0	1.1022
1337.0	1.1042
1338.0	1.1062
1339.0	1.108
1340.0	1.1098
1341.0	1.1114
1342.0	1.113
1343.0	1.1145
1344.0	1.1159
1345.0	1.1171
1346.0	1.1182
1347.0	1.1191
1348.0	1.1199
1349.0	1.1206
1350.0	1.1211
1351.0	1.1214
1352.0	1.1216
1353.0	1.1216
1354.0	1.1216
1355.0	1.1215
1356.0	1.1214
1357.0	1.1212
1358.0	1.121
1359.0	1.1207
1360.0	1.1203
1361.0	1.1199
1362.0	1.1194
1363.0	1.1188
1364.0	1.1177
1365.0	1.1165
1366.0	1.1147
1367.0	1.1123
1368.0	1.1092
1369.0	1.1051
1370.0	1.1
1371.0	1.0938
1372.0	1.0862
1373.0	1.0775
1374.0	1.0673
1375.0	1.0557
1376.0	1.043
1377.0	1.0287
1378.0	1.0133
1379.0	0.9969
1380.0	0.9796
1381.0	0.9617
1382.0	0.9432
1383.0	0.9238
1384.0	0.904
1385.0	0.8833
1386.0	0.8619
1387.0	0.8404
1388.0	0.8183
1389.0	0.7963
1390.0	0.7739
1391.0	0.7512
1392.0	0.7287
1393.0	0.7062
1394.0	0.6833
1395.0	0.6615
1396.0	0.6403
1397.0	0.6195
1398.0	0.5998
1399.0	0.5809
1400.0	0.5627
1401.0	0.5456
1402.0	0.5291
1403.0	0.5137
1404.0	0.4994
1405.0	0.4859
1406.0	0.4736
1407.0	0.4622
1408.0	0.4516
1409.0	0.4419
1410.0	0.4329
1411.0	0.4247
1412.0	0.4174
1413.0	0.4106
1414.0	0.4045
1415.0	0.3991
1416.0	0.3942
1417.0	0.3898
1418.0	0.3858
1419.0	0.3822
1420.0	0.3791
1421.0	0.3763
1422.0	0.3739
1423.0	0.3718
1424.0	0.3699
1425.0	0.3683
1426.0	0.367
1427.0	0.3659
1428.0	0.365
1429.0	0.3642
1430.0	0.3637
1431.0	0.3634
1432.0	0.3631
1433.0	0.3631
1434.0	0.3631
1435.0	0.3633
1436.0	0.3635
1437.0	0.3639
1438.0	0.3644
1439.0	0.3649
1440.0	0.3655
1441.0	0.3662
1442.0	0.3668
1443.0	0.3676
1444.0	0.3684
1445.0	0.3692
1446.0	0.3699
1447.0	0.3707
1448.0	0.3716
1449.0	0.3724
1450.0	0.3732
1451.0	0.374
1452.0	0.3749
1453.0	0.3759
1454.0	0.3768
1455.0	0.3779
1456.0	0.379
1457.0	0.3802
1458.0	0.3815
1459.0	0.3831
1460.0	0.3847
1461.0	0.3865
1462.0	0.3884
1463.0	0.3905
1464.0	0.3928
1465.0	0.3952
1466.0	0.3978
1467.0	0.4006
1468.0	0.4037
1469.0	0.4068
1470.0	0.4101
1471.0	0.4136
1472.0	0.4172
1473.0	0.4209
1474.0	0.4247
1475.0	0.4286
1476.0	0.4327
1477.0	0.4368
1478.0	0.441
1479.0	0.4452
1480.0	0.4495
1481.0	0.4538
1482.0	0.4581
1483.0	0.4625
1484.0	0.467
1485.0	0.4716
1486.0	0.4761
1487.0	0.4807
1488.0	0.4852
1489.0	0.4898
1490.0	0.4944
1491.0	0.4989
1492.0	0.5037
1493.0	0.5084
1494.0	0.513
1495.0	0.5177
1496.0	0.5223
1497.0	0.5269
1498.0	0.5316
1499.0	0.5363
1500.0	0.541
1501.0	0.5457
1502.0	0.5503
1503.0	0.555
1504.0	0.5595
1505.0	0.5641
1506.0	0.5687
1507.0	0.5732
1508.0	0.5778
1509.0	0.5824
1510.0	0.5869
1511.0	0.5913
1512.0	0.5957
1513.0	0.6
1514.0	0.6044
1515.0	0.6086
1516.0	0.613
1517.0	0.6173
1518.0	0.6214
1519.0	0.6256
1520.0	0.6297
1521.0	0.6338
1522.0	0.6379
1523.0	0.6419
1524.0	0.6458
1525.0	0.6498
1526.0	0.6536
1527.0	0.6573
1528.0	0.6611
1529.0	0.6647
1530.0	0.6684
1531.0	0.672
1532.0	0.6757
1533.0	0.6792
1534.0	0.6827
1535.0	0.6861
1536.0	0.6895
1537.0	0.6928
1538.0	0.6961
1539.0	0.6993
1540.0	0.7025
1541.0	0.7057
1542.0	0.7088
1543.0	0.7118
1544.0	0.7148
1545.0	0.7177
1546.0	0.7206
1547.0	0.7234
1548.0	0.7262
1549.0	0.7289
1550.0	0.7317
1551.0	0.7343
1552.0	0.7369
1553.0	0.7394
1554.0	0.7419
1555.0	0.7444
1556.0	0.7468
1557.0	0.7491
1558.0	0.7514
1559.0	0.7536
1560.0	0.7558
1561.0	0.7579
1562.0	0.76
1563.0	0.762
1564.0	0.7641
1565.0	0.7661
1566.0	0.7681
1567.0	0.77
1568.0	0.7718
1569.0	0.7736
1570.0	0.7753
1571.0	0.7771
1572.0	0.7788
1573.0	0.7804
1574.0	0.782
1575.0	0.7836
1576.0	0.7851
1577.0	0.7866
1578.0	0.788
1579.0	0.7895
1580.0	0.7908
1581.0	0.7922
1582.0	0.7936
1583.0	0.7948
1584.0	0.7961
1585.0	0.7972
1586.0	0.7984
1587.0	0.7995
1588.0	0.8006
1589.0	0.8017
1590.0	0.8027
1591.0	0.8037
1592.0	0.8046
1593.0	0.8055
1594.0	0.8063
1595.0	0.8071
1596.0	0.8079
1597.0	0.8087
1598.0	0.8094
1599.0	0.81
1600.0	0.8107
1601.0	0.8113
1602.0	0.8118
1603.0	0.8124
1604.0	0.8128
1605.0	0.8133
1606.0	0.8137
1607.0	0.814
1608.0	0.8144
1609.0	0.8147
1610.0	0.8149
1611.0	0.8151
1612.0	0.8153
1613.0	0.8154
1614.0	0.8155
1615.0	0.8156
1616.0	0.8156
1617.0	0.8155
1618.0	0.8155
1619.0	0.8154
1620.0	0.8152
1621.0	0.8151
1622.0	0.8148
1623.0	0.8146
1624.0	0.8143
1625.0	0.8139
1626.0	0.8135
1627.0	0.8131
1628.0	0.8126
1629.0	0.8121
1630.0	0.8116
1631.0	0.811
1632.0	0.8104
1633.0	0.8098
1634.0	0.8091
1635.0	0.8083
1636.0	0.8075
1637.0	0.8066
1638.0	0.8057
1639.0	0.8048
1640.0	0.8037
1641.0	0.8027
1642.0	0.8015
1643.0	0.8003
1644.0	0.799
1645.0	0.7975
1646.0	0.796
1647.0	0.7944
1648.0	0.7927
1649.0	0.791
1650.0	0.7891
1651.0	0.7871
1652.0	0.7851
1653.0	0.783
1654.0	0.7808
1655.0	0.7785
1656.0	0.7762
1657.0	0.7739
1658.0	0.7714
1659.0	0.7691
1660.0	0.7667
1661.0	0.7644
1662.0	0.7621
1663.0	0.7599
1664.0	0.7578
1665.0	0.7559
1666.0	0.754
1667.0	0.7523
1668.0	0.7506
1669.0	0.7491
1670.0	0.7476
1671.0	0.7462
1672.0	0.7448
1673.0	0.7434
1674.0	0.742
1675.0	0.7405
1676.0	0.739
1677.0	0.7374
1678.0	0.7357
1679.0	0.7339
1680.0	0.732
1681.0	0.73
1682.0	0.7278
1683.0	0.7256
1684.0	0.7234
1685.0	0.7211
1686.0	0.7188
1687.0	0.7165
1688.0	0.7141
1689.0	0.7117
1690.0	0.7093
1691.0	0.7068
1692.0	0.7044
1693.0	0.7019
1694.0	0.6994
1695.0	0.6968
1696.0	0.6941
1697.0	0.6915
1698.0	0.6887
1699.0	0.686
1700.0	0.6832
1701.0	0.6804
1702.0	0.6775
1703.0	0.6747
1704.0	0.6718
1705.0	0.6689
1706.0	0.666
1707.0	0.6631
1708.0	0.6601
1709.0	0.6571
1710.0	0.6542
1711.0	0.6512
1712.0	0.6482
1713.0	0.6451
1714.0	0.642
1715.0	0.6389
1716.0	0.6358
1717.0	0.6327
1718.0	0.6296
1719.0	0.6264
1720.0	0.6231
1721.0	0.6199
1722.0	0.6166
1723.0	0.6134
1724.0	0.6101
1725.0	0.6068
1726.0	0.6036
1727.0	0.6004
1728.0	0.5972
1729.0	0.594
1730.0	0.5909
1731.0	0.5877
1732.0	0.5846
1733.0	0.5814
1734.0	0.5782
1735.0	0.5751
1736.0	0.5718
1737.0	0.5687
1738.0	0.5654
1739.0	0.562
1740.0	0.5587
1741.0	0.5553
1742.0	0.552
1743.0	0.5485
1744.0	0.5451
1745.0	0.5416
1746.0	0.5381
1747.0	0.5346
1748.0	0.5311
1749.0	0.5275
1750.0	0.524
1751.0	0.5205
1752.0	0.517
1753.0	0.5135
1754.0	0.51
1755.0	0.5065
1756.0	0.5031
1757.0	0.4998
1758.0	0.4965
1759.0	0.4932
1760.0	0.4898
1761.0	0.4866
1762.0	0.4834
1763.0	0.4802
1764.0	0.4772
1765.0	0.4742
1766.0	0.4712
1767.0	0.4683
1768.0	0.4653
1769.0	0.4624
1770.0	0.4596
1771.0	0.4568
1772.0	0.4541
1773.0	0.4513
1774.0	0.4486
1775.0	0.4459
1776.0	0.4433
1777.0	0.4406
1778.0	0.4381
1779.0	0.4355
1780.0	0.4328
1781.0	0.4303
1782.0	0.4277
1783.0	0.4251
1784.0	0.4227
1785.0	0.4202
1786.0	0.4178
1787.0	0.4153
1788.0	0.4129
1789.0	0.4105
1790.0	0.408
1791.0	0.4055
1792.0	0.4031
1793.0	0.4006
1794.0	0.3982
1795.0	0.3958
1796.0	0.3934
1797.0	0.391
1798.0	0.3885
1799.0	0.3859
1800.0	0.3834
1801.0	0.3808
1802.0	0.3783
1803.0	0.3758
1804.0	0.3732
1805.0	0.3706
1806.0	0.3679
1807.0	0.3652
1808.0	0.3625
1809.0	0.3597
1810.0	0.3569
